TransactionId,CustomerId,BatchId,SubscriptionId,CurrencyCode,CountryCode,ProviderId,ProductId,ProductCategory,ChannelId,current_amount,current_value,IssuedDateLoan,IsDefaulted,LoanId,LoanApplicationId,PayBackId,InvestorId,prior_txn_count_all,prior_txn_active_days_all,prior_txn_recency_days_all,prior_txn_amount_mean_all,prior_txn_amount_std_all,prior_provider_nunique_all,prior_product_category_nunique_all,has_prior_txn,prior_txn_segment,prior_repayment_count,prior_default_count,prior_default_rate,repayment_history_segment,issue_month,issue_weekday,current_value_log
TransactionId_1510,CustomerId_120,BatchId_1504,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_7,airtime,ChannelId_1,-2000.0,2000.0,2018-11-26 20:23:18,0,LoanId_352,LoanApplicationId_1226,PayBackId_1116,InvestorId_1,0.0,0.0,9999.0,0.0,0.0,0.0,0.0,0,no_prior_txn,0.0,0.0,0.0,cold_start_no_known_repayment,11,Monday,7.601402334583733
TransactionId_1511,CustomerId_89,BatchId_753,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,-1500.0,1500.0,2018-12-24 16:27:52,0,LoanId_1049,LoanApplicationId_951,PayBackId_1943,InvestorId_1,0.0,0.0,9999.0,0.0,0.0,0.0,0.0,0,no_prior_txn,2.0,0.0,0.0,has_prior_repayment_history,12,Monday,7.313886831633462
TransactionId_1516,CustomerId_348,BatchId_287,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_1,airtime,ChannelId_1,-5000.0,5000.0,2019-03-22 06:04:22,0,LoanId_1247,LoanApplicationId_234,PayBackId_1456,InvestorId_1,50.0,23.0,3.0,7292.0,6026.805428539185,3.0,4.0,1,high_txn_history,0.0,0.0,0.0,cold_start_no_known_repayment,3,Friday,8.517393171418904
TransactionId_1517,CustomerId_291,BatchId_366,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,-1500.0,1500.0,2018-12-08 12:15:22,0,LoanId_312,LoanApplicationId_858,PayBackId_1551,InvestorId_1,1.0,1.0,0.0,10000.0,0.0,1.0,1.0,1,low_txn_history,0.0,0.0,0.0,cold_start_no_known_repayment,12,Saturday,7.313886831633462
TransactionId_152,CustomerId_89,BatchId_239,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_8,data_bundles,ChannelId_1,-1000.0,1000.0,2019-01-07 17:21:27,0,LoanId_754,LoanApplicationId_995,PayBackId_1956,InvestorId_1,2.0,1.0,0.0,8598.0,7639.58166393946,2.0,2.0,1,low_txn_history,5.0,0.0,0.0,has_prior_repayment_history,1,Monday,6.90875477931522
TransactionId_1524,CustomerId_310,BatchId_1989,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_2,data_bundles,ChannelId_1,-500.0,500.0,2019-01-16 05:08:03,0,LoanId_283,LoanApplicationId_613,PayBackId_1338,InvestorId_1,30.0,7.0,1.0,4478.4,5740.921190048233,2.0,3.0,1,high_txn_history,13.0,0.0,0.0,has_prior_repayment_history,1,Wednesday,6.2166061010848646
TransactionId_1526,CustomerId_315,BatchId_494,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,-1000.0,1000.0,2019-03-18 07:24:47,0,LoanId_1602,LoanApplicationId_632,PayBackId_1159,InvestorId_1,61.0,30.0,0.0,2795.0819672131147,3381.785831455928,3.0,3.0,1,high_txn_history,14.0,0.0,0.0,has_prior_repayment_history,3,Monday,6.90875477931522
TransactionId_1528,CustomerId_237,BatchId_1810,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,-900.0,900.0,2019-02-07 07:15:28,0,LoanId_512,LoanApplicationId_883,PayBackId_1129,InvestorId_1,15.0,9.0,4.0,1113.3333333333333,958.3219461021189,2.0,3.0,1,high_txn_history,2.0,0.0,0.0,has_prior_repayment_history,2,Thursday,6.803505257608338
TransactionId_1530,CustomerId_405,BatchId_1269,SubscriptionId_1,UGX,256,ProviderId_1,ProductId_8,data_bundles,ChannelId_1,-1000.0,1000.0,2018-12-26 09:50:27,0,LoanId_285,LoanApplicationId_420,PayBackId_1282,InvestorId_2,1.0,1.0,10.0,115000.0,0.0,1.0,1.0,1,low_txn_history,7.0,0.0,0.0,has_prior_repayment_history,12,Wednesday,6.90875477931522
TransactionId_1531,CustomerId_341,BatchId_2135,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_7,airtime,ChannelId_1,-14000.0,14000.0,2019-03-07 18:44:14,0,LoanId_420,LoanApplicationId_1228,PayBackId_797,InvestorId_1,18.0,7.0,1.0,2094.4444444444443,2401.34085637519,2.0,2.0,1,high_txn_history,0.0,0.0,0.0,cold_start_no_known_repayment,3,Thursday,9.546884034617925
TransactionId_1533,CustomerId_140,BatchId_932,SubscriptionId_6,UGX,256,ProviderId_1,ProductId_18,retail,ChannelId_1,-192000.0,192000.0,2019-03-06 07:52:09,1,LoanId_303,LoanApplicationId_646,PayBackId_1062,InvestorId_2,0.0,0.0,9999.0,0.0,0.0,0.0,0.0,0,no_prior_txn,0.0,0.0,0.0,cold_start_no_known_repayment,3,Wednesday,12.165255859329688
TransactionId_1534,CustomerId_193,BatchId_84,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_1,airtime,ChannelId_1,-1000.0,1000.0,2019-01-21 19:26:37,0,LoanId_705,LoanApplicationId_1233,PayBackId_483,InvestorId_1,9.0,8.0,0.0,8333.333333333334,9591.66304662544,4.0,2.0,1,medium_txn_history,10.0,0.0,0.0,has_prior_repayment_history,1,Monday,6.90875477931522
TransactionId_1537,CustomerId_398,BatchId_2491,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_7,airtime,ChannelId_1,-2000.0,2000.0,2018-12-06 09:39:30,0,LoanId_485,LoanApplicationId_94,PayBackId_1037,InvestorId_1,0.0,0.0,9999.0,0.0,0.0,0.0,0.0,0,no_prior_txn,0.0,0.0,0.0,cold_start_no_known_repayment,12,Thursday,7.601402334583733
TransactionId_1538,CustomerId_390,BatchId_1166,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,-500.0,500.0,2019-02-01 12:07:08,0,LoanId_109,LoanApplicationId_1116,PayBackId_332,InvestorId_1,11.0,8.0,0.0,5820.0,4194.299536275396,3.0,3.0,1,high_txn_history,57.0,0.0,0.0,has_prior_repayment_history,2,Friday,6.2166061010848646
TransactionId_1540,CustomerId_79,BatchId_1175,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,-1000.0,1000.0,2019-02-07 05:47:48,0,LoanId_1409,LoanApplicationId_649,PayBackId_865,InvestorId_1,102.0,18.0,0.0,3447.0588235294117,7050.8858495817585,3.0,3.0,1,high_txn_history,5.0,0.0,0.0,has_prior_repayment_history,2,Thursday,6.90875477931522
TransactionId_1541,CustomerId_369,BatchId_2115,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_7,airtime,ChannelId_1,-1500.0,1500.0,2019-02-02 06:29:21,0,LoanId_406,LoanApplicationId_1579,PayBackId_1751,InvestorId_1,116.0,16.0,0.0,2419.8275862068967,5005.513826338628,2.0,3.0,1,high_txn_history,18.0,0.0,0.0,has_prior_repayment_history,2,Saturday,7.313886831633462
TransactionId_1545,CustomerId_99,BatchId_1437,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,-1000.0,1000.0,2019-02-16 10:03:49,0,LoanId_1488,LoanApplicationId_310,PayBackId_66,InvestorId_1,13.0,10.0,4.0,1615.3846153846155,1502.1352323976216,4.0,3.0,1,high_txn_history,6.0,0.0,0.0,has_prior_repayment_history,2,Saturday,6.90875477931522
TransactionId_1546,CustomerId_440,BatchId_2190,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_7,airtime,ChannelId_1,-5000.0,5000.0,2019-01-19 05:28:16,0,LoanId_1465,LoanApplicationId_29,PayBackId_1382,InvestorId_1,1.0,1.0,16.0,500.0,0.0,1.0,1.0,1,low_txn_history,0.0,0.0,0.0,cold_start_no_known_repayment,1,Saturday,8.517393171418904
TransactionId_1548,CustomerId_65,BatchId_2562,SubscriptionId_6,UGX,256,ProviderId_1,ProductId_18,retail,ChannelId_1,-342000.0,342000.0,2019-02-15 12:02:31,1,LoanId_1157,LoanApplicationId_129,PayBackId_1723,InvestorId_2,0.0,0.0,9999.0,0.0,0.0,0.0,0.0,0,no_prior_txn,0.0,0.0,0.0,cold_start_no_known_repayment,2,Friday,12.742568940017076
TransactionId_1551,CustomerId_419,BatchId_795,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_7,airtime,ChannelId_1,-5000.0,5000.0,2018-11-24 15:28:02,0,LoanId_690,LoanApplicationId_353,PayBackId_1124,InvestorId_1,0.0,0.0,9999.0,0.0,0.0,0.0,0.0,0,no_prior_txn,0.0,0.0,0.0,cold_start_no_known_repayment,11,Saturday,8.517393171418904
TransactionId_1552,CustomerId_390,BatchId_1367,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,-1000.0,1000.0,2018-11-29 10:30:04,0,LoanId_182,LoanApplicationId_1346,PayBackId_348,InvestorId_1,0.0,0.0,9999.0,0.0,0.0,0.0,0.0,0,no_prior_txn,3.0,0.0,0.0,has_prior_repayment_history,11,Thursday,6.90875477931522
TransactionId_1553,CustomerId_389,BatchId_1314,SubscriptionId_6,UGX,256,ProviderId_1,ProductId_18,retail,ChannelId_1,-192000.0,192000.0,2019-02-25 14:47:28,1,LoanId_1174,LoanApplicationId_556,PayBackId_1607,InvestorId_2,0.0,0.0,9999.0,0.0,0.0,0.0,0.0,0,no_prior_txn,0.0,0.0,0.0,cold_start_no_known_repayment,2,Monday,12.165255859329688
TransactionId_1555,CustomerId_297,BatchId_1739,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,-2000.0,2000.0,2019-03-17 18:27:46,0,LoanId_1341,LoanApplicationId_1267,PayBackId_1674,InvestorId_1,116.0,30.0,1.0,2543.551724137931,4138.995762143333,2.0,3.0,1,high_txn_history,7.0,0.0,0.0,has_prior_repayment_history,3,Sunday,7.601402334583733
TransactionId_1556,CustomerId_390,BatchId_2116,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,-1000.0,1000.0,2019-03-27 11:41:49,0,LoanId_1044,LoanApplicationId_1444,PayBackId_410,InvestorId_1,37.0,23.0,5.0,4284.675675675676,4165.890654763691,3.0,3.0,1,high_txn_history,87.0,0.0,0.0,has_prior_repayment_history,3,Wednesday,6.90875477931522
TransactionId_1558,CustomerId_390,BatchId_1833,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_7,airtime,ChannelId_1,-500.0,500.0,2018-12-18 07:41:15,0,LoanId_1587,LoanApplicationId_51,PayBackId_860,InvestorId_1,0.0,0.0,9999.0,0.0,0.0,0.0,0.0,0,no_prior_txn,27.0,0.0,0.0,has_prior_repayment_history,12,Tuesday,6.2166061010848646
TransactionId_1560,CustomerId_390,BatchId_2199,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,-500.0,500.0,2019-02-14 15:53:09,0,LoanId_1543,LoanApplicationId_1617,PayBackId_278,InvestorId_1,18.0,13.0,6.0,4440.0,4199.915167210489,3.0,3.0,1,high_txn_history,61.0,0.0,0.0,has_prior_repayment_history,2,Thursday,6.2166061010848646
TransactionId_1561,CustomerId_237,BatchId_1428,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_7,airtime,ChannelId_1,-1000.0,1000.0,2019-01-29 12:51:42,0,LoanId_628,LoanApplicationId_1485,PayBackId_43,InvestorId_1,12.0,7.0,4.0,1150.0,1077.4549136316984,2.0,3.0,1,high_txn_history,1.0,0.0,0.0,has_prior_repayment_history,1,Tuesday,6.90875477931522
TransactionId_1563,CustomerId_47,BatchId_2246,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_7,airtime,ChannelId_1,-3500.0,3500.0,2018-11-23 23:23:33,0,LoanId_1161,LoanApplicationId_311,PayBackId_1815,InvestorId_1,0.0,0.0,9999.0,0.0,0.0,0.0,0.0,0,no_prior_txn,0.0,0.0,0.0,cold_start_no_known_repayment,11,Friday,8.160803920954665
TransactionId_1567,CustomerId_369,BatchId_689,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_7,airtime,ChannelId_1,-1000.0,1000.0,2019-02-04 09:25:46,0,LoanId_21,LoanApplicationId_753,PayBackId_1809,InvestorId_1,124.0,18.0,0.0,2384.6774193548385,4878.97504155036,3.0,3.0,1,high_txn_history,23.0,0.0,0.0,has_prior_repayment_history,2,Monday,6.90875477931522
TransactionId_1568,CustomerId_390,BatchId_1062,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,-600.0,600.0,2019-02-21 13:16:02,0,LoanId_235,LoanApplicationId_1481,PayBackId_152,InvestorId_1,19.0,14.0,6.0,4732.631578947368,4276.25520507691,3.0,3.0,1,high_txn_history,66.0,0.0,0.0,has_prior_repayment_history,2,Thursday,6.398594934535208
TransactionId_1569,CustomerId_27,BatchId_846,SubscriptionId_1,UGX,256,ProviderId_1,ProductId_4,data_bundles,ChannelId_1,-500.0,500.0,2018-10-30 10:25:29,0,LoanId_240,LoanApplicationId_641,PayBackId_1478,InvestorId_2,12.0,9.0,6.0,762.5,307.77426793024785,1.0,2.0,1,high_txn_history,3.0,0.0,0.0,has_prior_repayment_history,10,Tuesday,6.2166061010848646
TransactionId_157,CustomerId_316,BatchId_1285,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_15,utility_bill,ChannelId_1,-13000.0,14590.0,2019-03-01 13:46:08,0,LoanId_1206,LoanApplicationId_158,PayBackId_396,InvestorId_1,10.0,7.0,1.0,2150.0,1453.9218991709593,2.0,3.0,1,medium_txn_history,0.0,0.0,0.0,cold_start_no_known_repayment,3,Friday,9.588160179264023
TransactionId_1570,CustomerId_393,BatchId_705,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,-5000.0,5000.0,2019-02-21 16:04:47,0,LoanId_427,LoanApplicationId_1166,PayBackId_1511,InvestorId_1,11.0,11.0,1.0,2454.5454545454545,2018.099916438052,3.0,1.0,1,high_txn_history,9.0,0.0,0.0,has_prior_repayment_history,2,Thursday,8.517393171418904
TransactionId_1575,CustomerId_180,BatchId_359,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_1,airtime,ChannelId_1,-5000.0,5000.0,2019-03-29 04:43:36,0,LoanId_409,LoanApplicationId_1610,PayBackId_187,InvestorId_1,71.0,42.0,1.0,6323.943661971831,7185.112878897239,2.0,4.0,1,high_txn_history,17.0,0.0,0.0,has_prior_repayment_history,3,Friday,8.517393171418904
TransactionId_1578,CustomerId_243,BatchId_680,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_1,airtime,ChannelId_1,-5000.0,5000.0,2019-02-20 12:50:00,0,LoanId_1126,LoanApplicationId_159,PayBackId_1114,InvestorId_1,102.0,34.0,0.0,3514.705882352941,5023.438076721772,2.0,4.0,1,high_txn_history,9.0,0.0,0.0,has_prior_repayment_history,2,Wednesday,8.517393171418904
TransactionId_1579,CustomerId_237,BatchId_2501,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_7,airtime,ChannelId_1,-1000.0,1000.0,2019-01-25 15:36:27,0,LoanId_1562,LoanApplicationId_447,PayBackId_1820,InvestorId_1,12.0,7.0,0.0,1150.0,1077.4549136316984,2.0,3.0,1,high_txn_history,0.0,0.0,0.0,cold_start_no_known_repayment,1,Friday,6.90875477931522
TransactionId_158,CustomerId_376,BatchId_1079,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_1,airtime,ChannelId_1,-1000.0,1000.0,2019-01-01 18:20:33,0,LoanId_191,LoanApplicationId_201,PayBackId_1905,InvestorId_1,0.0,0.0,9999.0,0.0,0.0,0.0,0.0,0,no_prior_txn,2.0,0.0,0.0,has_prior_repayment_history,1,Tuesday,6.90875477931522
TransactionId_1580,CustomerId_241,BatchId_1652,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,-1000.0,1000.0,2018-12-31 09:05:41,0,LoanId_298,LoanApplicationId_114,PayBackId_1371,InvestorId_1,0.0,0.0,9999.0,0.0,0.0,0.0,0.0,0,no_prior_txn,4.0,0.0,0.0,has_prior_repayment_history,12,Monday,6.90875477931522
TransactionId_1582,CustomerId_8,BatchId_1980,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,-2000.0,2000.0,2019-03-08 19:46:36,0,LoanId_1558,LoanApplicationId_316,PayBackId_957,InvestorId_1,123.0,22.0,0.0,1953.658536585366,3704.4123598254214,2.0,3.0,1,high_txn_history,1.0,0.0,0.0,has_prior_repayment_history,3,Friday,7.601402334583733
TransactionId_1586,CustomerId_48,BatchId_491,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,-5000.0,5000.0,2018-12-24 14:59:53,0,LoanId_1599,LoanApplicationId_1428,PayBackId_961,InvestorId_1,0.0,0.0,9999.0,0.0,0.0,0.0,0.0,0,no_prior_txn,6.0,0.0,0.0,has_prior_repayment_history,12,Monday,8.517393171418904
TransactionId_1589,CustomerId_381,BatchId_2181,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_7,airtime,ChannelId_1,-2000.0,2000.0,2019-01-27 11:51:40,0,LoanId_1519,LoanApplicationId_1109,PayBackId_306,InvestorId_1,26.0,7.0,0.0,2246.153846153846,3721.9597815377606,2.0,3.0,1,high_txn_history,0.0,0.0,0.0,cold_start_no_known_repayment,1,Sunday,7.601402334583733
TransactionId_1593,CustomerId_155,BatchId_966,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,-5000.0,5000.0,2019-01-04 08:22:01,0,LoanId_1221,LoanApplicationId_1550,PayBackId_213,InvestorId_1,1.0,1.0,3.0,17000.0,0.0,1.0,1.0,1,low_txn_history,3.0,0.0,0.0,has_prior_repayment_history,1,Friday,8.517393171418904
TransactionId_1595,CustomerId_461,BatchId_92,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,-5000.0,5000.0,2018-12-11 14:20:43,0,LoanId_332,LoanApplicationId_138,PayBackId_1174,InvestorId_1,0.0,0.0,9999.0,0.0,0.0,0.0,0.0,0,no_prior_txn,0.0,0.0,0.0,cold_start_no_known_repayment,12,Tuesday,8.517393171418904
TransactionId_1597,CustomerId_310,BatchId_847,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_8,data_bundles,ChannelId_1,-2000.0,2000.0,2019-03-17 21:00:41,0,LoanId_642,LoanApplicationId_1274,PayBackId_567,InvestorId_1,76.0,23.0,4.0,10211.368421052632,16169.095173894431,2.0,3.0,1,high_txn_history,25.0,0.0,0.0,has_prior_repayment_history,3,Sunday,7.601402334583733
TransactionId_1598,CustomerId_233,BatchId_1458,SubscriptionId_4,UGX,256,ProviderId_1,ProductId_7,airtime,ChannelId_1,-5150.0,5150.0,2018-10-19 10:18:31,0,LoanId_22,,PayBackId_647,InvestorId_3,0.0,0.0,9999.0,0.0,0.0,0.0,0.0,0,no_prior_txn,0.0,0.0,0.0,cold_start_no_known_repayment,10,Friday,8.546946149565585
TransactionId_1600,CustomerId_502,BatchId_2272,SubscriptionId_5,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,-1000.0,1000.0,2019-03-27 17:54:59,0,LoanId_1527,LoanApplicationId_1514,PayBackId_1305,InvestorId_2,2.0,1.0,0.0,50500.0,70003.57133746821,2.0,2.0,1,low_txn_history,3.0,0.0,0.0,has_prior_repayment_history,3,Wednesday,6.90875477931522
TransactionId_1603,CustomerId_34,BatchId_1809,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_7,airtime,ChannelId_1,-5000.0,5000.0,2019-02-27 07:54:00,0,LoanId_1416,LoanApplicationId_527,PayBackId_1376,InvestorId_1,2.0,1.0,0.0,750.0,353.5533905932738,1.0,1.0,1,low_txn_history,0.0,0.0,0.0,cold_start_no_known_repayment,2,Wednesday,8.517393171418904
TransactionId_1604,CustomerId_369,BatchId_945,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,-2000.0,2000.0,2019-01-30 14:19:36,0,LoanId_1035,LoanApplicationId_1499,PayBackId_1568,InvestorId_1,82.0,14.0,0.0,2647.560975609756,5891.618352984495,2.0,3.0,1,high_txn_history,10.0,0.0,0.0,has_prior_repayment_history,1,Wednesday,7.601402334583733
TransactionId_1608,CustomerId_310,BatchId_9,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,-5000.0,5000.0,2019-01-04 06:45:29,0,LoanId_1586,LoanApplicationId_827,PayBackId_346,InvestorId_1,9.0,2.0,0.0,3111.1111111111113,1386.9430814244367,1.0,2.0,1,medium_txn_history,11.0,0.0,0.0,has_prior_repayment_history,1,Friday,8.517393171418904
TransactionId_1610,CustomerId_369,BatchId_1284,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_7,airtime,ChannelId_1,-1500.0,1500.0,2019-02-02 06:49:49,0,LoanId_1439,LoanApplicationId_1537,PayBackId_502,InvestorId_1,116.0,16.0,0.0,2419.8275862068967,5005.513826338628,2.0,3.0,1,high_txn_history,18.0,0.0,0.0,has_prior_repayment_history,2,Saturday,7.313886831633462
TransactionId_1612,CustomerId_281,BatchId_1076,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_7,airtime,ChannelId_1,-3000.0,3000.0,2019-02-10 10:35:07,0,LoanId_157,LoanApplicationId_192,PayBackId_1402,InvestorId_1,3.0,2.0,16.0,1333.3333333333333,288.6751345948129,2.0,2.0,1,medium_txn_history,0.0,0.0,0.0,cold_start_no_known_repayment,2,Sunday,8.006700845440367
TransactionId_1619,CustomerId_278,BatchId_1598,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_4,data_bundles,ChannelId_1,-2000.0,2000.0,2019-02-03 15:55:46,0,LoanId_224,LoanApplicationId_1278,PayBackId_1263,InvestorId_1,14.0,4.0,14.0,1714.2857142857142,1437.3357526806553,3.0,2.0,1,high_txn_history,2.0,0.0,0.0,has_prior_repayment_history,2,Sunday,7.601402334583733
TransactionId_162,CustomerId_325,BatchId_117,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,-3000.0,3000.0,2018-11-30 09:51:35,0,LoanId_936,LoanApplicationId_462,PayBackId_517,InvestorId_1,0.0,0.0,9999.0,0.0,0.0,0.0,0.0,0,no_prior_txn,0.0,0.0,0.0,cold_start_no_known_repayment,11,Friday,8.006700845440367
TransactionId_1621,CustomerId_444,BatchId_744,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_7,airtime,ChannelId_1,-10000.0,10000.0,2019-01-09 20:29:35,0,LoanId_980,LoanApplicationId_959,PayBackId_465,InvestorId_1,0.0,0.0,9999.0,0.0,0.0,0.0,0.0,0,no_prior_txn,0.0,0.0,0.0,cold_start_no_known_repayment,1,Wednesday,9.210440366976517
TransactionId_1622,CustomerId_369,BatchId_1725,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_1,airtime,ChannelId_1,-2000.0,2000.0,2019-01-30 15:19:21,0,LoanId_1607,LoanApplicationId_424,PayBackId_1747,InvestorId_1,82.0,14.0,0.0,2647.560975609756,5891.618352984495,2.0,3.0,1,high_txn_history,10.0,0.0,0.0,has_prior_repayment_history,1,Wednesday,7.601402334583733
TransactionId_1624,CustomerId_310,BatchId_1114,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_7,airtime,ChannelId_1,-9000.0,9000.0,2019-01-04 07:31:30,0,LoanId_718,LoanApplicationId_579,PayBackId_114,InvestorId_1,9.0,2.0,0.0,3111.1111111111113,1386.9430814244367,1.0,2.0,1,medium_txn_history,11.0,0.0,0.0,has_prior_repayment_history,1,Friday,9.105090961257085
TransactionId_1627,CustomerId_390,BatchId_2506,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_7,airtime,ChannelId_1,-1000.0,1000.0,2018-11-26 08:56:05,0,LoanId_428,LoanApplicationId_331,PayBackId_360,InvestorId_1,0.0,0.0,9999.0,0.0,0.0,0.0,0.0,0,no_prior_txn,3.0,0.0,0.0,has_prior_repayment_history,11,Monday,6.90875477931522
TransactionId_1628,CustomerId_317,BatchId_2006,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_1,airtime,ChannelId_1,-10000.0,10000.0,2019-02-02 21:04:20,0,LoanId_1002,LoanApplicationId_953,PayBackId_1952,InvestorId_1,2.0,2.0,18.0,3500.0,2121.3203435596424,2.0,2.0,1,low_txn_history,2.0,0.0,0.0,has_prior_repayment_history,2,Saturday,9.210440366976517
TransactionId_1635,CustomerId_381,BatchId_427,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_8,data_bundles,ChannelId_1,-1000.0,1000.0,2019-01-27 11:59:12,0,LoanId_1413,LoanApplicationId_1565,PayBackId_592,InvestorId_1,26.0,7.0,0.0,2246.153846153846,3721.9597815377606,2.0,3.0,1,high_txn_history,0.0,0.0,0.0,cold_start_no_known_repayment,1,Sunday,6.90875477931522
TransactionId_1642,CustomerId_402,BatchId_2340,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_1,-2000.0,2000.0,2019-01-22 09:21:44,0,LoanId_1580,LoanApplicationId_1119,PayBackId_217,InvestorId_1,8.0,4.0,8.0,10575.0,6563.263561021192,2.0,2.0,1,medium_txn_history,0.0,0.0,0.0,cold_start_no_known_repayment,1,Tuesday,7.601402334583733
TransactionId_1643,CustomerId_193,BatchId_1243,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_1,airtime,ChannelId_1,-5000.0,5000.0,2019-01-23 15:04:54,0,LoanId_726,LoanApplicationId_1469,PayBackId_936,InvestorId_1,9.0,8.0,2.0,8333.333333333334,9591.66304662544,4.0,2.0,1,medium_txn_history,10.0,0.0,0.0,has_prior_repayment_history,1,Wednesday,8.517393171418904
TransactionId_1647,CustomerId_154,BatchId_1787,SubscriptionId_6,UGX,256,ProviderId_1,ProductId_18,retail,ChannelId_1,-192000.0,192000.0,2019-03-06 07:49:48,1,LoanId_151,LoanApplicationId_1354,PayBackId_608,InvestorId_2,0.0,0.0,9999.0,0.0,0.0,0.0,0.0,0,no_prior_txn,0.0,0.0,0.0,cold_start_no_known_repayment,3,Wednesday,12.165255859329688
TransactionId_1650,CustomerId_79,BatchId_136,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_7,airtime,ChannelId_1,-2000.0,2000.0,2019-02-07 11:37:44,0,LoanId_1492,LoanApplicationId_971,PayBackId_1063,InvestorId_1,102.0,18.0,0.0,3447.0588235294117,7050.8858495817585,3.0,3.0,1,high_txn_history,5.0,0.0,0.0,has_prior_repayment_history,2,Thursday,7.601402334583733
TransactionId_1651,CustomerId_35,BatchId_2498,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_7,airtime,ChannelId_1,-2000.0,2000.0,2018-12-09 19:57:37,0,LoanId_65,LoanApplicationId_244,PayBackId_1698,InvestorId_1,2.0,2.0,0.0,3500.0,2121.3203435596424,1.0,2.0,1,low_txn_history,0.0,0.0,0.0,cold_start_no_known_repayment,12,Sunday,7.601402334583733
TransactionId_1652,CustomerId_357,BatchId_752,SubscriptionId_7,UGX,256,ProviderId_1,ProductId_7,airtime,ChannelId_1,-5000.0,5000.0,2018-11-28 15:57:54,0,LoanId_952,LoanApplicationId_441,PayBackId_290,InvestorId_1,0.0,0.0,9999.0,0.0,0.0,0.0,0.0,0,no_prior_txn,1.0,0.0,0.0,has_prior_repayment_history,11,Wednesday,8.517393171418904
